"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20"
"2447" "SPC2" "GO:0006465" "GO:0045047" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2448" "SPC24" "GO:0007020" "GO:0007059" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2449" "SPC25" "GO:0007059" "GO:0007020" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2450" "SPC29" "GO:0000226" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2451" "SPC3" "GO:0006465" "GO:0045047" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2452" "SPC34" "GO:0051495" "GO:0008608" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2453" "SPC42" "GO:0000226" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2454" "SPC72" "GO:0030473" "GO:0000226" "GO:0007067" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2455" "SPC98" "GO:0000226" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2456" "SPE1" "GO:0044271" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2457" "SPE2" "GO:0044271" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2458" "SPE3" "GO:0044271" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2459" "SPE4" "GO:0044271" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2460" "SPF1" "GO:0048878" "GO:0055085" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2461" "SPH1" "GO:0007121" "GO:0070783" "GO:0031382" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2462" "SPN1" "GO:0010467" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2463" "SPO1" "GO:0070583" "GO:0030474" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2464" "SPO12" "GO:0000278" "GO:0007127" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2465" "SPO13" "GO:0007062" "GO:0071459" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2466" "SPO14" "GO:0031321" "GO:0006887" "GO:0006644" "GO:0000753" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2467" "SPO16" "GO:0033235" "GO:0007127" "GO:0030437" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2468" "SPO19" "GO:0007126" "GO:0070583" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2469" "SPO21" "GO:0007126" "GO:0030476" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2470" "SPO22" "GO:0090173" "GO:0033235" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2471" "SPO24" "GO:0030435" "GO:0042493" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2472" "SPO7" "GO:0006998" "GO:0071072" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2473" "SPO71" "GO:0030476" "GO:1902657" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2474" "SPO73" "GO:0030437" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2475" "SPO75" "GO:0030437" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2476" "SPO77" "GO:0030437" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2477" "SPP1" "GO:0051568" "GO:0006355" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2478" "SPP381" "GO:0000398" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2479" "SPP382" "GO:0000398" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2480" "SPS1" "GO:0030437" "GO:0006468" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2481" "SPS19" "GO:0030437" "GO:0009062" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2482" "SPS2" "GO:0030437" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2483" "SPS22" "GO:0031505" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2484" "SPT10" "GO:0045892" "GO:0006281" "GO:0016573" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2485" "SPT15" "GO:0090304" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2486" "SPT16" "GO:0034645" "GO:0034728" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2487" "SPT2" "GO:0006325" "GO:0010467" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2488" "SPT20" "GO:0030969" "GO:0016568" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2489" "SPT21" "GO:0006355" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2490" "SPT23" "GO:0070417" "GO:0006351" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2491" "SPT3" "GO:0070783" "GO:0016568" "GO:0006366" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2492" "SPT4" "GO:0010467" "GO:0007059" "GO:0006325" "GO:0090262" "GO:0008298" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2493" "SPT5" "GO:0010467" "GO:0090262" "GO:0008298" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2494" "SPT6" "GO:0006325" "GO:0010467" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2495" "SPT7" "GO:0000747" "GO:0016568" "GO:0006461" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2496" "SPT8" "GO:0016568" "GO:0006366" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2497" "SQS1" "GO:0006396" "GO:0051345" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2498" "SRB2" "GO:0006366" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2499" "SRB4" "GO:0006366" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2500" "SRB5" "GO:0006366" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2501" "SRB7" "GO:0006366" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2502" "SRB8" "GO:0006351" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2503" "SRC1" "GO:0043007" "GO:0000070" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2504" "SRL1" "GO:0031505" "GO:0006139" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2505" "SRM1" "GO:0042254" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2506" "SRN2" "GO:0006605" "GO:0043162" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2507" "SRO7" "GO:0006893" "GO:0006887" "GO:0007264" "GO:0030010" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2508" "SRO77" "GO:0006893" "GO:0006887" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2509" "SRP1" "GO:0034613" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2510" "SRP101" "GO:0045047" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2511" "SRP102" "GO:0045047" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2512" "SRP14" "GO:0045047" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2513" "SRP21" "GO:0045047" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2514" "SRP54" "GO:0045047" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2515" "SRP68" "GO:0045047" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2516" "SRP72" "GO:0045047" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2517" "SRS2" "GO:0032986" "GO:0006259" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2518" "SRV2" "GO:0007265" "GO:0051014" "GO:0007015" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2519" "SSA1" "GO:0006886" "GO:0032984" "GO:0044267" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2520" "SSA2" "GO:0006457" "GO:0006616" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2521" "SSA3" "GO:0006616" "GO:0044267" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2522" "SSA4" "GO:0006457" "GO:0034605" "GO:0006616" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2523" "SSB1" "GO:0010467" "GO:0042149" "GO:0051083" "GO:0000054" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2524" "SSB2" "GO:0044267" "GO:0042149" "GO:0042254" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2525" "SSC1" "GO:0030150" "GO:0044267" "GO:0032079" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2526" "SSD1" "GO:0060237" "GO:0017148" "GO:0008298" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2527" "SSE1" "GO:0006457" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2528" "SSE2" "GO:0006457" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2529" "SSF1" "GO:0042273" "GO:0008361" "GO:0000747" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2530" "SSF2" "GO:0000027" "GO:0000747" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2531" "SSH4" "GO:0016192" "GO:0043328" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2532" "SSK1" "GO:2000251" "GO:0007234" "GO:0001934" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2533" "SSK2" "GO:2000251" "GO:0007231" "GO:0006970" "GO:0006468" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2534" "SSK22" "GO:0016310" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2535" "SSL1" "GO:0006366" "GO:0006289" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2536" "SSL2" "GO:0090304" "GO:0010525" "GO:0016973" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2537" "SSN2" "GO:0006366" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2538" "SSN3" "GO:0006468" "GO:0016070" "GO:0060258" "GO:0031648" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2539" "SSN8" "GO:0006351" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2540" "SSO1" "GO:0030437" "GO:0006906" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2541" "SSO2" "GO:0006893" "GO:0031321" "GO:0006906" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2542" "SSP1" "GO:0030476" "GO:0006461" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2543" "SSP2" "GO:0030437" "GO:0046777" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2544" "SSQ1" "GO:0006880" "GO:0016226" "GO:0051604" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2545" "SSS1" "GO:0065002" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2546" "SST2" "GO:0000754" "GO:0007165" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2547" "SSU72" "GO:0010467" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2548" "SSY5" "GO:0016485" "GO:0043200" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2549" "SSZ1" "GO:0010467" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2550" "STB1" "GO:0006357" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2551" "STB5" "GO:0009410" "GO:0006351" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2552" "STD1" "GO:0034654" "GO:0007165" "GO:0006006" "GO:0009651" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2553" "STE11" "GO:0070783" "GO:0016310" "GO:0007232" "GO:0000750" "GO:0034605" "GO:0001402" "GO:0010525" NA NA NA NA NA NA NA NA NA NA NA NA
"2554" "STE12" "GO:0070783" "GO:0046019" "GO:0000747" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2555" "STE14" "GO:0007323" "GO:0006481" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2556" "STE18" "GO:0007186" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2557" "STE2" "GO:0051260" "GO:0000755" "GO:0000750" "GO:0030031" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2558" "STE20" "GO:0000278" "GO:0006468" "GO:0035376" "GO:0007232" "GO:0070783" "GO:0034063" "GO:0000750" "GO:0001402" "GO:0043065" "GO:0007118" "GO:0034605" "GO:0010629" "GO:0000011" NA NA NA NA NA NA
"2559" "STE24" "GO:0051604" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2560" "STE3" "GO:0000750" "GO:0000755" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2561" "STE4" "GO:0007186" "GO:0043577" "GO:0010525" "GO:0001403" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2562" "STE5" "GO:0010525" "GO:0000750" "GO:0042325" "GO:0001403" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2563" "STE50" "GO:0007231" "GO:0000750" "GO:0034605" "GO:0001402" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2564" "STE7" "GO:0070783" "GO:0016310" "GO:0010525" "GO:0001402" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2565" "STH1" "GO:0006325" "GO:0000086" "GO:0006351" "GO:0007010" "GO:0007059" "GO:0006302" "GO:0007126" "GO:0006284" NA NA NA NA NA NA NA NA NA NA NA
"2566" "STL1" "GO:0015793" "GO:0055085" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2567" "STM1" "GO:0006412" "GO:0031929" "GO:0000723" "GO:0043066" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2568" "STN1" "GO:0016233" "GO:0032211" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2569" "STO1" "GO:0006970" "GO:0016071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2570" "STP1" "GO:0045893" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2571" "STP22" "GO:0006605" "GO:0045324" "GO:0043162" "GO:1902915" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2572" "STR2" "GO:0019346" "GO:0006790" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2573" "STR3" "GO:0000096" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2574" "STS1" "GO:0007059" "GO:0071630" "GO:0031144" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2575" "STU2" "GO:0000226" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2576" "SUA5" "GO:0090304" "GO:0070525" "GO:0006450" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2577" "SUA7" "GO:0006367" "GO:2000679" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2578" "SUB1" "GO:0090304" "GO:0006972" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2579" "SUB2" "GO:0010467" "GO:0006283" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2580" "SUC2" "GO:0016052" "GO:1902927" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2581" "SUI1" "GO:0006412" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2582" "SUI2" "GO:0001731" "GO:0006413" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2583" "SUL1" "GO:0055085" "GO:0008272" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2584" "SUM1" "GO:2000112" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2585" "SUP16" "GO:0006412" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2586" "SUP35" "GO:0006415" "GO:0000288" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2587" "SUP45" "GO:0010467" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2588" "SUR1" "GO:0006665" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2589" "SUR7" "GO:0006897" "GO:0030437" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2590" "SUS1" "GO:0010467" "GO:0034968" "GO:0000973" "GO:0071033" "GO:0032880" "GO:0016578" NA NA NA NA NA NA NA NA NA NA NA NA NA
"2591" "SUT1" "GO:0006366" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2592" "SUT2" "GO:0006366" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2593" "SUV3" "GO:0090304" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2594" "SVP26" "GO:0006888" "GO:0045053" "GO:0006486" "GO:0031505" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2595" "SWA2" "GO:0048309" "GO:0032781" "GO:0072318" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2596" "SWC3" "GO:0006338" "GO:0007029" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2597" "SWC4" "GO:0016568" "GO:0051276" "GO:0006281" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2598" "SWC5" "GO:0006338" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2599" "SWD1" "GO:0051568" "GO:0006355" "GO:0000723" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2600" "SWD2" "GO:0034968" "GO:0010467" "GO:0000723" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2601" "SWD3" "GO:0051568" "GO:0006348" "GO:0000723" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2602" "SWE1" "GO:0044772" "GO:0006468" "GO:0000320" "GO:0010564" "GO:0008361" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2603" "SWF1" "GO:0018345" "GO:0017157" "GO:0030866" "GO:0030010" "GO:0030476" "GO:0042144" NA NA NA NA NA NA NA NA NA NA NA NA NA
"2604" "SWH1" "GO:0015918" "GO:0030011" "GO:0006887" "GO:0006897" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2605" "SWI1" "GO:0043044" "GO:0034645" "GO:0005987" "GO:0044109" "GO:0031496" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2606" "SWI3" "GO:0043044" "GO:0045944" "GO:0031496" "GO:0005987" "GO:0044109" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2607" "SWI4" "GO:0045944" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2608" "SWI5" "GO:0007074" "GO:0031496" "GO:0000083" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2609" "SWI6" "GO:0010845" "GO:0045944" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2610" "SWM1" "GO:0044267" "GO:0030476" "GO:0030071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2611" "SWR1" "GO:0006338" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2612" "SWS2" "GO:0042173" "GO:0032543" "GO:0042254" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2613" "SWT1" "GO:0016070" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2614" "SXM1" "GO:0006913" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2615" "SYC1" "GO:0006369" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2616" "SYO1" "GO:0006606" "GO:0042273" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2617" "SYP1" "GO:0043086" "GO:0032185" "GO:0000147" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2618" "SYS1" "GO:0016482" "GO:0016050" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2619" "SYT1" "GO:0016192" "GO:0032014" "GO:0006887" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2620" "TAE1" "GO:0044267" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2621" "TAE2" "GO:0044267" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2622" "TAF1" "GO:0006366" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2623" "TAF10" "GO:0016568" "GO:0006366" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2624" "TAF11" "GO:0006366" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2625" "TAF12" "GO:0006366" "GO:0016568" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2626" "TAF13" "GO:0006366" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2627" "TAF14" "GO:0016568" "GO:0006366" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2628" "TAF2" "GO:0006366" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2629" "TAF3" "GO:0006366" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2630" "TAF4" "GO:0006366" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2631" "TAF5" "GO:0006366" "GO:0016568" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2632" "TAF6" "GO:0016568" "GO:0006366" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2633" "TAF7" "GO:0006366" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2634" "TAF8" "GO:0006366" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2635" "TAF9" "GO:0006366" "GO:0016568" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2636" "TAH1" "GO:0006457" "GO:0000492" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2637" "TAH11" "GO:0006259" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2638" "TAH18" "GO:0016226" "GO:0055114" "GO:0006809" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2639" "TAO3" "GO:0007118" "GO:0007114" "GO:0000902" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2640" "TAP42" "GO:0045943" "GO:0031929" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2641" "TAT1" "GO:0006865" "GO:0055085" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2642" "TAT2" "GO:0015801" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2643" "TAX4" "GO:0048017" "GO:0031505" "GO:0006914" "GO:0032258" "GO:0009267" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2644" "TAZ1" "GO:0006796" "GO:0007007" "GO:0006461" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2645" "TBF1" "GO:0034645" "GO:0010833" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2646" "TCA17" "GO:0006461" "GO:0034498" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2647" "TCB1" "GO:0060304" "GO:0090158" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2648" "TCB2" "GO:0090158" "GO:0060304" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2649" "TCB3" "GO:0060304" "GO:0090158" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2650" "TCM62" "GO:0043623" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2651" "TCO89" "GO:0006071" "GO:0009651" "GO:0031505" "GO:0001558" "GO:0031929" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2652" "TDH1" "GO:0006006" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2653" "TDH2" "GO:0006006" "GO:0072593" "GO:0006915" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2654" "TDH3" "GO:0006915" "GO:0072593" "GO:0006006" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2655" "TEC1" "GO:0010527" "GO:0070783" "GO:0036003" "GO:0001300" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2656" "TEF1" "GO:0006409" "GO:0006414" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2657" "TEF2" "GO:0006409" "GO:0006414" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2658" "TEL1" "GO:0006259" "GO:0016310" "GO:0006974" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2659" "TEL2" "GO:0007004" "GO:0000723" "GO:0034502" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2660" "TEN1" "GO:0007004" "GO:0016233" "GO:0032205" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2661" "TEP1" "GO:0046856" "GO:0030476" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2662" "TES1" "GO:0019395" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2663" "TFA1" "GO:0006366" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2664" "TFB1" "GO:0006351" "GO:0006289" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2665" "TFB2" "GO:0006289" "GO:0006366" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2666" "TFB3" "GO:0006366" "GO:0006289" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2667" "TFB4" "GO:0006366" "GO:0006289" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2668" "TFB5" "GO:0006289" "GO:0006366" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2669" "TFC1" "GO:0006383" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2670" "TFC3" "GO:0006383" "GO:0071168" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
