	rules	support	confidence	lift
325	{GO:0000131,GO:0000145,GO:0043332} => {GO:0005628}	0.00162689804772234	1	63.5862068965517
328	{GO:0000131,GO:0000145,GO:0005935} => {GO:0005628}	0.00162689804772234	1	63.5862068965517
331	{GO:0000145,GO:0005934,GO:0043332} => {GO:0005628}	0.00189804772234273	1	63.5862068965517
334	{GO:0000145,GO:0005934,GO:0005935} => {GO:0005628}	0.00189804772234273	1	63.5862068965517
337	{GO:0000145,GO:0005935,GO:0043332} => {GO:0005628}	0.00189804772234273	1	63.5862068965517
426	{GO:0000131,GO:0000145,GO:0005934,GO:0043332} => {GO:0005628}	0.00162689804772234	1	63.5862068965517
430	{GO:0000131,GO:0000145,GO:0005934,GO:0005935} => {GO:0005628}	0.00162689804772234	1	63.5862068965517
434	{GO:0000131,GO:0000145,GO:0005935,GO:0043332} => {GO:0005628}	0.00162689804772234	1	63.5862068965517
438	{GO:0000145,GO:0005934,GO:0005935,GO:0043332} => {GO:0005628}	0.00189804772234273	1	63.5862068965517
473	{GO:0000131,GO:0000145,GO:0005934,GO:0005935,GO:0043332} => {GO:0005628}	0.00162689804772234	1	63.5862068965517
48	{GO:0005869} => {GO:0005816}	0.00108459869848156	0.8	61.4666666666667
93	{GO:0000133} => {GO:0000131}	0.00162689804772234	1	60.4590163934426
197	{GO:0000133,GO:0005934} => {GO:0000131}	0.00162689804772234	1	60.4590163934426
198	{GO:0000133,GO:0043332} => {GO:0000131}	0.00108459869848156	1	60.4590163934426
200	{GO:0000133,GO:0005935} => {GO:0000131}	0.00135574837310195	1	60.4590163934426
310	{GO:0000133,GO:0005934,GO:0043332} => {GO:0000131}	0.00108459869848156	1	60.4590163934426
313	{GO:0000133,GO:0005934,GO:0005935} => {GO:0000131}	0.00135574837310195	1	60.4590163934426
316	{GO:0000133,GO:0005935,GO:0043332} => {GO:0000131}	0.00108459869848156	1	60.4590163934426
391	{GO:0005739,GO:0005934,GO:0043332} => {GO:0000131}	0.00108459869848156	1	60.4590163934426
422	{GO:0000133,GO:0005934,GO:0005935,GO:0043332} => {GO:0000131}	0.00108459869848156	1	60.4590163934426
9	{GO:0000813} => {GO:0005768}	0.00108459869848156	1	55.8787878787879
50	{GO:0030904} => {GO:0005768}	0.00135574837310195	1	55.8787878787879
100	{GO:0000145} => {GO:0005628}	0.00189804772234273	0.875	55.6379310344828
214	{GO:0000145,GO:0043332} => {GO:0005628}	0.00189804772234273	0.875	55.6379310344828
